id,Type,Nb_chambre,loc,surface,prix
ladresse-1-adresse-13787944,Appartement,2,Porte de la Villette,48,379000
stephane-plaza-4-4829079,Appartement,1,Buttes Chaumont,24,181000
netty-robert-appt-4235,Appartement,3,Mouzaia,65,598000
apimo-85465565,Appartement,3,Jourdain,76,690000
ag750129-446950115,Appartement,1,Bassin de la Villette,31,259000
netty-loftappart-appt-3102,Duplex,2,Porte de la Villette,25,179000
apimo-85468156,Appartement,3,La Villette,62,445000
ag751938-448131797,Appartement,3,Buttes Chaumont,53,540000
ag753296-448139975,Appartement,4,Bassin de la Villette,63,498000
apimo-85467348,Appartement,2,Jourdain,45,430000
ag750129-448108367,Appartement,5,Bassin de la Villette,90,699000
iad-france-1705420,Appartement,2,Bassin de la Villette,43,309900
ag755681-448035899,Appartement,2,Bassin de la Villette,29,285000
ag340369-447993947,Appartement,1,Mouzaia,18,189000
citya-immobilier-1030-TAPP528111A,Appartement,1,Bassin de la Villette,24,180000
netty-robert-appt-4062,Duplex,4,Porte de la Villette,103,635000
immo-facile-57365484,Appartement,1,Secrétan,19,175000
immo-facile-57365503,Appartement,1,Jourdain,26,230000
immo-facile-57365405,Appartement,2,Porte des Lilas,35,329000
iad-france-1705078,Studio,1,Secrétan,16,160000
ag750966-447835400,Appartement,2,Bassin de la Villette,33,365700
netty-etoile2-appt-6729,Appartement,3,Secrétan,63,566000
ag440414-447655895,Appartement,1,Jourdain,25,210000
ag756465-447607667,Studio,1,75019 Paris 19e,35,280000
immo-facile-57346274,Appartement,3,Flandre,51,354900
hektor-br-immobilier-4271,Appartement,2,Bassin de la Villette,39,360000
hektor-br-immobilier-4329,Appartement,3,Porte de la Villette,70,445000
laforet-immo-facile-22432054,Appartement,1,Porte de la Villette,21,178200
hektor-progessimmo-212,Appartement,3,Flandre,72,525000
iad-france-1704362,Studio,1,Bassin de la Villette,9,101000
immo-facile-57342691,Appartement,2,La Villette,40,320000
immo-facile-57321212,Appartement,6,Porte de la Villette,186,1125000
keller-williams-1-34_1_32-180029,Appartement,3,Jourdain,70,614800
hektor-NOHIL_1-241,Appartement,1,Jourdain,18,171000
hektor-NOHIL_1-242,Appartement,2,Bassin de la Villette,43,385000
stephane-plaza-4-4821937,Appartement,3,Secrétan,78,660000
hektor-bkimmobilier11-239,Appartement,3,Mouzaia,51,374000
gedeon-30219181,Appartement,2,Secrétan,50,460000
immo-facile-57313733,Appartement,1,Flandre,17,159000
ag753295-433408469,Appartement,2,Secrétan,36,350000
immo-facile-57317772,Appartement,1,Flandre,23,160000
immo-facile-57318045,Appartement,1,Flandre,24,170000
ag755714-447224381,Maison,9,La Villette,189,1397000
ag755714-447224384,Appartement,9,La Villette,189,1397000
ag922880-447180902,Appartement,1,Secrétan,9,89000
stephane-plaza-4-4820437,Appartement,3,Flandre,82,530000
ag751938-447066899,Appartement,1,Danube,21,156000
immo-facile-57198483,Appartement,1,Porte des Lilas,15,145000
immo-facile-57199328,Appartement,1,La Villette,14,145000
immo-facile-57217508,Appartement,2,Porte de la Villette,33,238000
immo-facile-57212869,Appartement,2,Secrétan,31,273000
immo-facile-57222824,Appartement,2,Flandre,36,325000
immo-facile-57222773,Appartement,3,Flandre,66,388500
immo-facile-57194190,Appartement,2,Danube,57,440000
immo-facile-57211171,Appartement,3,Danube,79,451500
immo-facile-57202903,Appartement,4,Flandre,87,525000
immo-facile-57209580,Appartement,3,Danube,77,525000
immo-facile-57212750,Appartement,3,La Villette,69,540000
immo-facile-57212814,Appartement,4,Danube,87,575000
immo-facile-57081683,Appartement,2,Bassin de la Villette,53,585495
immo-facile-57219117,Appartement,4,Flandre,92,650000
immo-facile-56662078,Appartement,4,Mouzaia,81,710000
immo-facile-57203207,Maison,4,Flandre,85,775000
netty-loftappart-appt-3091,Appartement,4,Flandre,86,590000
immo-facile-57162288,Maison,5,Danube,108,1025000
netty-loftappart-house-474,Maison,5,Porte de la Villette,220,1550000
era-2-57222975,Appartement,2,Porte de la Villette,42,285000
ag750887-447025571,Studio,1,75019 Paris 19e,14,130000
netty-robert-appt-4061,Appartement,2,La Villette,35,280000
netty-robert-appt-3776,Appartement,2,Secrétan,40,399000
netty-robert-appt-4103,Appartement,3,75019 Paris 19e,76,450000
netty-robert-appt-3857,Duplex,5,Porte de la Villette,99,499000
hektor-3_DVIMMO2024-32949,Appartement,3,Bassin de la Villette,48,432000
ladresse-1-adresse-13802637,Appartement,1,Bassin de la Villette,14,130000
ag340369-446946407,Appartement,2,Mouzaia,34,310000
netty-instantimmo-appt-6828,Appartement,1,Mouzaia,46,435000
immo-facile-56615847,Appartement,5,Bassin de la Villette,94,650000
netty-meilleurconseil-appt-5515,Appartement,1,Buttes Chaumont,23,230000
netty-robert-appt-4053,Appartement,4,Porte de la Villette,91,525000
netty-robert-appt-4198,Appartement,4,Bassin de la Villette,80,775000
ag756746-446590292,Duplex,4,Porte de la Villette,101,795000
immo-facile-54583629,Maison,6,Mouzaia,107,1435000
ag340369-446610332,Maison,4,Jourdain,93,785000
hektor-AGENTISSIMOLAFAYETTE-944,Appartement,2,Buttes Chaumont,42,350000
iad-france-1699980,Appartement,5,La Villette,101,425000
iad-france-1695541,Appartement,4,Mouzaia,91,540000
stephane-plaza-4-4814733,Appartement,1,Bassin de la Villette,39,290000
stephane-plaza-4-4814754,Appartement,5,La Villette,111,940000
iad-france-1697510,Studio,1,La Villette,9,52000
iad-france-1697509,Appartement,3,Bassin de la Villette,68,643000
apimo-85425275,Studio,1,Buttes Chaumont,24,206000
apimo-85426088,Appartement,3,Buttes Chaumont,57,539000
ag756444-446433494,Appartement,1,Jourdain,19,199000
ag933188-446443496,Studio,1,75019 Paris 19e,13,152900
iad-france-1699761,Appartement,1,Secrétan,27,245000
ag755681-445400987,Appartement,4,Flandre,110,735000
hektor-transopera-4189,Appartement,2,Flandre,44,355000
ag756925-446233691,Appartement,1,Bassin de la Villette,5,55000
oralia-0066-TAPP23924A,Appartement,2,Flandre,44,355000
adapt-immo-85002115019,Appartement,2,Porte de la Villette,52,393900
gedeon-30169253,Appartement,5,La Villette,109,1090000
keller-williams-1-34_1_32-179524,Appartement,3,Jourdain,64,515000
ag340369-446245910,Appartement,3,Secrétan,70,620000
laforet-immo-facile-22419003,Appartement,3,Porte des Lilas,50,397000
stephane-plaza-4-4812378,Appartement,4,Flandre,82,530000
iad-france-1698377,Appartement,2,Porte de la Villette,43,250000
hektor-br-immobilier-4187,Appartement,2,Flandre,28,250000
ag752842-446118470,Appartement,4,Mouzaia,81,710000
ag835704-446061764,Appartement,3,Porte des Lilas,71,850000
iad-france-1695312,Appartement,2,Bassin de la Villette,53,580000
ag311656-446076104,Appartement,4,Mouzaia,83,700000
era-2-45750899,Appartement,2,Flandre,50,285000
iad-france-1695757,Maison,8,Danube,241,2395000
iad-france-1696917,Appartement,4,Mouzaia,81,710000
ag060811-446019896,Appartement,6,Buttes Chaumont,140,1339000
stephane-plaza-4-4810665,Appartement,3,Porte des Lilas,51,364000
netty-loftappart-appt-3072,Appartement,2,Porte de la Villette,36,289000
safti-1-1384346,Appartement,3,Porte des Lilas,71,540000
ag755942-445511879,Appartement,5,Jourdain,106,870000
ag942352-445491317,Appartement,4,Flandre,88,619000
iad-france-1690595,Appartement,4,La Villette,104,650000
stephane-plaza-4-4808007,Appartement,3,Flandre,59,495000
netty-lereseauimmo-appt-2245,Appartement,3,Porte de la Villette,65,473000
hektor-immofund-90,Appartement,4,La Villette,87,810000
hektor-transopera-4180,Appartement,1,Porte des Lilas,18,155000
hektor-PARISIDF2022-204529,Appartement,3,Flandre,70,550000
netty-company51105kou-appt-2525,Appartement,1,Porte de la Villette,30,225000
netty-etoile2-house-5897,Maison,5,Mouzaia,80,1340000
iad-france-1684695,Appartement,5,Mouzaia,105,620000
apimo-85410658,Appartement,3,La Villette,75,525000
ag754691-445314320,Appartement,4,Jourdain,55,450000
immo-facile-57158071,Appartement,1,Porte des Lilas,28,190000
immo-facile-56940763,Appartement,2,Porte des Lilas,31,274000
immo-facile-57158076,Appartement,2,Mouzaia,46,380000
ag750129-445229606,Appartement,3,Bassin de la Villette,60,425000
ladresse-1-adresse-13741252,Appartement,3,Porte des Lilas,67,630000
apimo-83574728,Appartement,3,La Villette,72,445000
netty-etoile2-appt-6726,Appartement,3,La Villette,60,520000
ag752352-445178741,Studio,1,Secrétan,23,242000
iad-france-1689483,Appartement,2,75019 Paris 19e,43,318000
ladresse-1-adresse-13783157,Appartement,4,Bassin de la Villette,91,1025000
stephane-plaza-4-4804880,Appartement,2,Porte de la Villette,46,270000
century-21-202_2986_7529,Appartement,4,Porte de la Villette,84,420000
safti-1-1382266,Appartement,2,La Villette,29,293000
hektor-perspectiveimmo-218,Maison,2,Danube,33,197000
iad-france-1691755,Appartement,3,Porte de la Villette,39,289000
netty-meilleurconseil-appt-4358,Appartement,4,Bassin de la Villette,77,598000
apimo-85393185,Appartement,4,Bassin de la Villette,96,695000
hektor-NOHIL_1-234,Appartement,1,Secrétan,16,205000
netty-loftappart-appt-3060,Appartement,5,Secrétan,173,2520000
ag060811-444550598,Appartement,4,Mouzaia,90,539000
immo-facile-57134141,Appartement,2,Mouzaia,44,350000
immo-facile-57132489,Appartement,3,La Villette,61,372000
century-21-202_2571_12047,Appartement,2,Flandre,31,210000
century-21-202_2986_7524,Appartement,3,Porte de la Villette,66,460000
apimo-85373273,Appartement,1,Secrétan,17,195000
apimo-84902691,Appartement,3,Flandre,80,630000
iad-france-1682727,Appartement,4,Flandre,88,585000
hektor-agencesector-1971,Appartement,2,Porte de la Villette,34,280000
ag755942-444035606,Appartement,2,Flandre,25,210000
hektor-cphparis18-203157,Appartement,1,Porte des Lilas,37,299000
stephane-plaza-4-4797649,Appartement,2,Secrétan,39,400000
era-2-56418303,Appartement,4,Flandre,89,446000
ag754271-443783906,Appartement,3,Jourdain,67,555000
citya-immobilier-1030-TAPP930141,Appartement,2,Bassin de la Villette,30,259000
ag752451-443712227,Appartement,2,La Villette,29,79950
ag755942-443685188,Studio,1,Porte des Lilas,13,149000
ag755942-443672819,Studio,1,Secrétan,17,210000
ag756771-443740688,Appartement,7,Bassin de la Villette,346,2420000
iad-france-1682708,Studio,1,Buttes Chaumont,24,223000
ag750887-443598011,Appartement,2,75019 Paris 19e,56,562000
safti-1-1358488,Appartement,9,La Villette,189,1397000
keller-williams-1-34_1_32-177376,Duplex,4,Mouzaia,98,1260000
ag751938-443359628,Appartement,1,Bassin de la Villette,15,120000
ag751938-443359634,Appartement,2,Bassin de la Villette,29,230000
nexity-GB00143376,Appartement,2,Flandre,46,384000
immo-facile-57078044,Appartement,1,Mouzaia,22,149000
apimo-85339022,Appartement,2,Buttes Chaumont,51,419000
ag755464-442715702,Studio,1,Porte de la Villette,17,143000
ag755464-442715717,Studio,1,Porte de la Villette,20,146000
ag755464-442715687,Studio,1,Porte de la Villette,20,151000
era-2-56154543,Appartement,4,Flandre,91,690000
ag754594-442632482,Appartement,3,Bassin de la Villette,50,425000
ag756375-442560236,Appartement,2,Porte des Lilas,35,277000
ag753296-442466684,Appartement,2,Porte de la Villette,47,385000
hektor-transopera-4152,Appartement,2,Secrétan,40,390000
apimo-85319864,Appartement,2,La Villette,30,285000
apimo-85318170,Appartement,4,Bassin de la Villette,83,720000
laforet-immo-facile-22382663,Appartement,1,La Villette,20,180000
ag753775-442104806,Appartement,3,Secrétan,56,499000
century-21-202_2571_10938,Appartement,2,Flandre,30,270000
century-21-202_2571_12020,Appartement,2,Porte de la Villette,40,450000
hektor-NOHIL_1-178,Appartement,1,Jourdain,18,165000
ag756771-442032479,Loft/atelier/surface,7,Bassin de la Villette,346,2420000
hektor-VINCENNES-5483,Appartement,2,Bassin de la Villette,41,80000
hektor-cmb-2962,Appartement,5,Flandre,96,730000
ag755681-441788810,Appartement,2,Porte de la Villette,41,320000
safti-1-1367654,Appartement,3,Bassin de la Villette,49,432000
apimo-85299336,Appartement,5,Porte de la Villette,109,738000
ag755681-436335923,Appartement,2,Porte de la Villette,30,238000
immo-facile-55783147,Appartement,5,Flandre,96,730000
apimo-85305747,Appartement,3,Bassin de la Villette,73,719000
hektor-transopera-4140,Appartement,1,La Villette,35,280000
iad-france-1674904,Appartement,3,Porte de la Villette,67,467000
immo-facile-56936737,Appartement,2,La Villette,56,478000
immo-facile-56908247,Appartement,2,Jourdain,55,545000
stephane-plaza-4-4779549,Appartement,3,Mouzaia,66,620000
stephane-plaza-4-4779595,Appartement,4,Danube,108,665000
ag060811-441285878,Appartement,2,Buttes Chaumont,55,346500
apimo-85303106,Appartement,2,Bassin de la Villette,40,428000
apimo-85303111,Appartement,3,Bassin de la Villette,72,771470
apimo-85288819,Appartement,2,Secrétan,44,445000
netty-gmx-appt-2935,Appartement,2,Bassin de la Villette,52,500000
apimo-85301589,Appartement,4,Bassin de la Villette,69,630000
immo-facile-56459160,Appartement,2,Flandre,40,357000
immo-facile-56901161,Appartement,3,Bassin de la Villette,82,695000
ag750170-440986556,Appartement,2,Porte de la Villette,25,152282
ag750887-440930096,Appartement,4,75019 Paris 19e,97,999000
ag933188-440875526,Appartement,2,75019 Paris 19e,38,364900
citya-immobilier-1030-TAPP928735,Appartement,2,Bassin de la Villette,21,149000
safti-1-1367004,Appartement,1,Secrétan,23,199000
ag756411-440789627,Appartement,2,75019 Paris 19e,45,98000
apimo-85298547,Appartement,3,Porte des Lilas,61,370000
era-2-56828115,Appartement,4,Mouzaia,90,399000
ladresse-1-adresse-13727443,Appartement,4,Buttes Chaumont,97,999000
era-2-56120254,Appartement,4,Bassin de la Villette,86,730400
ag750129-431653541,Appartement,2,La Villette,47,399000
immo-facile-56699432,Loft/atelier/surface,1,Mouzaia,64,200000
immo-facile-56438605,Appartement,3,Mouzaia,65,650000
immo-facile-56365263,Appartement,1,Porte de la Villette,26,244950
ag923321-440551469,Appartement,2,Danube,33,290000
netty-ubihome-appt-1980,Appartement,2,Porte de la Villette,47,399000
safti-1-1365767,Appartement,2,Buttes Chaumont,25,249000
apimo-85278073,Appartement,3,Porte de la Villette,84,535000
apimo-85281143,Maison,8,Danube,241,2395000
ag060811-440364140,Appartement,3,Buttes Chaumont,48,474000
hektor-1411_EXPERTIMO22-176330,Appartement,2,Flandre,50,395000
century-21-202_2571_11529,Appartement,2,Bassin de la Villette,37,322000
ag750887-440051900,Appartement,3,75019 Paris 19e,47,487000
ag755811-440100476,Loft/atelier/surface,4,Porte de la Villette,135,1400000
apimo-85287289,Appartement,4,Bassin de la Villette,86,748000
stephane-plaza-4-4731950,Appartement,4,Bassin de la Villette,88,799000
iad-france-1660030,Appartement,3,La Villette,52,380000
ag755681-439486127,Appartement,3,Mouzaia,76,535000
ag756375-439790801,Appartement,2,Porte des Lilas,42,327500
century-21-202_2571_11993,Appartement,2,Bassin de la Villette,24,204000
hektor-transopera-4127,Appartement,1,Jourdain,18,189000
hektor-transopera-4123,Appartement,2,La Villette,45,440000
stephane-plaza-4-4750192,Appartement,2,Bassin de la Villette,41,350000
ag756375-439759952,Appartement,2,Porte des Lilas,40,310500
ag755942-439565492,Appartement,3,Buttes Chaumont,54,465000
iad-france-1663290,Appartement,4,La Villette,87,720000
era-2-56052840,Appartement,1,Danube,32,290000
ag756001-439288079,Studio,1,Danube,15,149000
stephane-plaza-4-4747161,Appartement,2,La Villette,45,360000
apimo-85280868,Appartement,2,Bassin de la Villette,45,379600
safti-1-1361244,Appartement,3,Porte des Lilas,44,350000
immo-facile-56430950,Appartement,2,Flandre,21,119500
ag750887-439046633,Appartement,3,75019 Paris 19e,58,523000
hektor-transopera-4114,Appartement,1,Jourdain,18,189000
iad-france-1658772,Maison,5,Danube,115,1400000
stephane-plaza-4-4742528,Appartement,2,Flandre,35,250000
hektor-transopera-4109,Appartement,1,La Villette,17,170000
laforet-immo-facile-22320460,Appartement,3,Flandre,67,435000
ag340369-438189116,Appartement,4,Mouzaia,91,543000
ag756375-437862365,Appartement,2,Porte des Lilas,42,321500
iad-france-1655633,Appartement,2,Bassin de la Villette,43,430000
nexity-GB00195620,Appartement,1,Porte de la Villette,18,107900
immo-facile-55927212,Appartement,1,La Villette,40,285000
apimo-85242897,Appartement,5,Porte des Lilas,104,730000
ag755942-437583863,Appartement,4,Flandre,81,610000
netty-company40603xwj-appt-1907,Appartement,2,Secrétan,38,332400
hektor-LACLEF2022-874,Appartement,4,Secrétan,105,830000
century-21-202_2571_11948,Appartement,2,Bassin de la Villette,29,220000
apimo-85188075,Appartement,4,Porte de la Villette,110,620000
iad-france-1651136,Duplex,5,Flandre,138,875000
netty-cost92-appt-17457,Appartement,3,Flandre,59,470000
safti-1-1352461,Appartement,2,Buttes Chaumont,29,289000
laforet-immo-facile-22162949,Appartement,1,Bassin de la Villette,22,199000
ag753296-436960271,Appartement,4,Bassin de la Villette,65,593000
nexity-GB00190532,Appartement,1,Flandre,38,328000
century-21-202_2571_11954,Appartement,4,Flandre,86,500000
ag753296-436737092,Appartement,2,La Villette,53,470000
ag755811-436726757,Appartement,2,Flandre,34,275000
hektor-progessimmo-201,Appartement,1,Porte de la Villette,22,125000
hektor-progessimmo-202,Appartement,1,Porte de la Villette,22,139500
ag756375-436454060,Appartement,4,Buttes Chaumont,93,1068000
ag753296-436450553,Appartement,4,Porte de la Villette,90,715000
ag755681-436130531,Appartement,2,Flandre,55,425000
ag755942-436317398,Appartement,5,La Villette,101,799000
ag756403-436323314,Appartement,1,Buttes Chaumont,24,240000
century-21-202_2571_11942,Appartement,2,Porte de la Villette,26,238000
ag753296-436200908,Appartement,3,Bassin de la Villette,53,450000
ag440414-436106084,Appartement,4,Flandre,97,580000
iad-france-1645273,Studio,1,Bassin de la Villette,20,182000
ag690197-435939959,Studio,1,Porte de la Villette,18,113262
apimo-85153073,Appartement,1,Danube,18,179000
hektor-569_EXPERTIMO22-167193,Maison,5,Danube,118,1400000
ag756375-435705443,Appartement,4,Buttes Chaumont,92,1075000
ag756375-435610163,Appartement,4,Buttes Chaumont,97,1055000
apimo-85152603,Appartement,1,75019 Paris 19e,26,240000
ag756375-435487496,Appartement,2,Buttes Chaumont,50,500000
ag756375-435483857,Appartement,4,Buttes Chaumont,91,1047000
ag756375-435485663,Appartement,4,Buttes Chaumont,101,1060000
ag756375-435495695,Appartement,5,Buttes Chaumont,110,1287000
ag440414-435248717,Loft/atelier/surface,4,Jourdain,283,1899000
netty-advicimreseau-appt-21719,Appartement,3,Porte de la Villette,44,384800
immo-facile-56281183,Appartement,2,Porte de la Villette,42,300000
ag941768-434301365,Appartement,2,Porte des Lilas,36,287000
laforet-immo-facile-22236612,Appartement,3,Flandre,67,435000
gedeon-29612517,Appartement,3,75019 Paris 19e,74,640500
netty-dauchez75-appt-2952,Appartement,3,Buttes Chaumont,61,500000
iad-france-1630024,Appartement,5,La Villette,110,1050000
netty-meilleurconseil-appt-3315,Appartement,1,La Villette,21,210000
netty-meilleurconseil-appt-3317,Appartement,1,Secrétan,23,230000
ag752352-432444554,Studio,1,Mouzaia,17,139500
century-21-202_2572_18376,Appartement,1,Bassin de la Villette,24,204000
ag756375-430743329,Appartement,2,Porte des Lilas,41,334500
immo-facile-56187592,Appartement,3,La Villette,69,498750
iad-france-1631431,Studio,1,Flandre,25,206000
iad-france-1631444,Appartement,1,Flandre,23,176000
ag756537-431756909,Appartement,5,Secrétan,129,860000
century-21-202_2571_11937,Maison,4,Bassin de la Villette,103,890000
century-21-202_2571_8969,Appartement,4,Bassin de la Villette,103,890000
nexity-GB00185062,Appartement,1,Secrétan,23,238050
ag756375-431072840,Appartement,2,Porte des Lilas,40,310500
netty-etoile2-appt-6699,Appartement,2,Buttes Chaumont,48,465000
ag756375-430757477,Appartement,3,Porte des Lilas,37,232000
ag756375-430742687,Appartement,2,Porte des Lilas,37,245000
apimo-85058121,Appartement,3,Secrétan,78,860000
iad-france-1625752,Appartement,4,Porte de la Villette,72,475000
ag750967-430850453,Appartement,2,Bassin de la Villette,33,365700
ag756375-430639514,Maison,4,Porte des Lilas,100,450000
iad-france-1625044,Appartement,5,75019 Paris 19e,110,1140000
ag690197-430033025,Appartement,2,Porte de la Villette,24,156846
ag752352-429928595,Appartement,3,La Villette,57,427899
citya-immobilier-1030-TAPP525412AAAA,Appartement,2,Flandre,63,375000
hektor-NOHIL_1-157,Appartement,2,Flandre,31,270000
citya-immobilier-1030-TAPP526461,Appartement,4,Flandre,86,516000
apimo-84457231,Appartement,4,75019 Paris 19e,73,506000
netty-etoile2-appt-6695,Appartement,5,La Villette,186,1095000
iad-france-1613947,Appartement,1,Danube,21,190000
century-21-202_2571_8998,Appartement,3,Flandre,52,398000
stephane-plaza-4-4648672,Appartement,2,Mouzaia,48,330000
hektor-br-immobilier-3811,Appartement,1,Jourdain,17,190000
hektor-1411_EXPERTIMO22-167298,Appartement,3,Porte de la Villette,72,499000
hektor-rdtransactions-15,Appartement,1,Porte des Lilas,26,215000
netty-dauchez75-appt-2946,Appartement,2,Porte de la Villette,42,285000
immo-facile-55998325,Appartement,2,Bassin de la Villette,43,349000
apimo-84945716,Appartement,1,Flandre,8,64999
nexity-GB00190317,Appartement,2,Secrétan,44,420000
century-21-202_2864_8816,Appartement,2,Flandre,51,350000
ag752647-426709577,Duplex,4,Porte de la Villette,110,620000
hektor-LACLEF2022-802,Appartement,2,Mouzaia,22,199000
ag311656-426298999,Loft/atelier/surface,7,Flandre,121,755000
apimo-84905319,Appartement,3,Danube,63,567000
apimo-84564664,Appartement,4,La Villette,92,978500
iad-france-1570573,Studio,1,Buttes Chaumont,29,239000
iad-france-1597515,Appartement,3,Secrétan,63,570000
century-21-202_2571_10808,Appartement,2,Bassin de la Villette,41,360000
apimo-84885811,Appartement,1,Porte de la Villette,23,169000
immo-facile-55782076,Appartement,1,Danube,25,235000
nexity-GB00180817,Appartement,3,Bassin de la Villette,65,495000
hektor-transopera-4019,Appartement,3,Danube,57,550000
apimo-84834957,Appartement,3,Porte de la Villette,37,330000
ag340369-424829176,Appartement,4,La Villette,59,448000
era-2-55226525,Appartement,3,Porte de la Villette,53,395000
iad-france-1594396,Appartement,3,Porte de la Villette,72,485000
century-21-202_2571_11267,Appartement,3,Porte de la Villette,37,330000
ag340369-424801789,Appartement,4,Secrétan,82,1249000
ag060811-424467007,Appartement,2,Flandre,55,364000
ag753006-424361563,Appartement,3,Porte de la Villette,69,425000
immo-facile-55821328,Appartement,4,Bassin de la Villette,77,599000
ag750887-423768106,Appartement,4,75019 Paris 19e,105,833000
ladresse-1-adresse-13638993,Appartement,4,Secrétan,105,833000
keller-williams-1-34_1_32-165148,Appartement,4,Porte de la Villette,80,525000
netty-lereseauimmo-appt-2067,Appartement,3,Flandre,65,440000
iad-france-1573417,Appartement,2,La Villette,46,380000
netty-ouhibi-appt-4781,Appartement,2,La Villette,45,98500
hektor-10_DVIMMO2024-31049,Appartement,1,Secrétan,26,272000
netty-ouhibi-appt-4779,Appartement,2,La Villette,45,243200
iad-france-1570311,Appartement,3,Flandre,64,430000
laforet-immo-facile-22129394,Appartement,2,Bassin de la Villette,37,309750
ladresse-1-adresse-13599842,Appartement,2,Secrétan,56,562000
ladresse-1-adresse-13578660,Appartement,3,Buttes Chaumont,59,523000
gedeon-28837244,Appartement,2,Flandre,37,250000
apimo-84457416,Appartement,3,75019 Paris 19e,53,403000
hektor-bkimmobilier11-46,Appartement,1,Mouzaia,21,155000
oralia-0066-TAPP23319,Appartement,2,Secrétan,40,390000
netty-dauchez75-appt-2655,Appartement,4,Bassin de la Villette,86,730400
apimo-84241012,Appartement,4,La Villette,95,985000
ag754691-417987939,Appartement,2,Flandre,41,245000
ag751105-417484749,Appartement,8,La Villette,150,1044000
hektor-toitcommevous-223,Appartement,2,Mouzaia,36,269500
ag750887-417109518,Studio,1,75019 Paris 19e,11,97200
ag750887-417103659,Appartement,2,75019 Paris 19e,44,373000
ladresse-1-adresse-13576927,Appartement,1,Buttes Chaumont,11,97200
ladresse-1-adresse-13552090,Appartement,2,Flandre,44,373000
gedeon-28678366,Appartement,5,Bassin de la Villette,123,885000
ag754401-415798230,Duplex,5,Jourdain,100,1395000
apimo-84250776,Appartement,1,Danube,31,305000
ladresse-1-adresse-13552078,Appartement,3,Buttes Chaumont,47,487000
iad-france-1529612,Appartement,5,La Villette,103,950000
immo-facile-52469888,Appartement,4,Secrétan,88,810000
ag933188-412954370,Appartement,2,Porte des Lilas,38,309900
apimo-84002881,Appartement,3,Jourdain,111,1395000
ag912415-411535976,Appartement,1,La Villette,19,145000
ladresse-1-adresse-13524639,Appartement,1,Porte de la Villette,21,160580
ladresse-1-adresse-13524643,Appartement,2,Porte de la Villette,42,246560
ag942815-410939837,Appartement,3,75019 Paris 19e,55,541070
ag930416-410826629,Appartement,2,Flandre,26,181000
ladresse-1-adresse-13467267,Appartement,1,Buttes Chaumont,11,119000
ladresse-1-adresse-13510956,Appartement,1,Porte de la Villette,15,149000
ladresse-1-adresse-13441726,Appartement,4,Mouzaia,93,670000
ladresse-1-adresse-13370537,Appartement,4,Bassin de la Villette,81,725000
apimo-83985581,Appartement,3,Flandre,73,499000
ag754691-410079575,Appartement,5,Jourdain,115,770000
ag755811-409880663,Appartement,2,Flandre,56,375000
hektor-1488_EXPERTIMO22-151783,Maison,9,Secrétan,169,1495000
ag750887-407938412,Studio,1,75019 Paris 19e,11,119000
ag340369-407269493,Appartement,4,Mouzaia,91,535000
iad-france-1485545,Appartement,4,Flandre,74,500000
consortium-154810894,Appartement,2,Buttes Chaumont,42,365000
immo-facile-53035086,Appartement,2,Mouzaia,44,399000
immo-facile-52717247,Appartement,3,Danube,90,799000
ag750129-404909426,Appartement,2,75019 Paris 19e,35,298000
era-2-54517156,Appartement,1,Secrétan,39,406000
hektor-cabinetazoulay-259,Appartement,4,Mouzaia,93,670000
gedeon-28037394,Appartement,3,75019 Paris 19e,50,420000
netty-etoile2-appt-6614,Appartement,2,Buttes Chaumont,24,263000
century-21-202_2571_11540,Appartement,2,Flandre,51,350000
netty-dumarest-appt-2361,Appartement,4,Flandre,86,630000
hektor-br-immobilier-3015,Appartement,4,Buttes Chaumont,71,587000
hektor-IMMOJLY-233643,Appartement,4,Jourdain,70,650000
ag750170-399843697,Studio,1,75019 Paris 19e,18,141058
immo-facile-54077326,Appartement,3,Bassin de la Villette,66,610000
hektor-IMMOJLY-230283,Appartement,2,La Villette,52,430000
netty-objois-appt-2193,Appartement,3,Bassin de la Villette,55,414000
ag756339-391655792,Appartement,3,75019 Paris 19e,45,469000
era-2-50395333,Appartement,3,Flandre,55,365000
era-2-49762237,Appartement,2,Flandre,52,370000
ag754691-383040023,Appartement,3,Bassin de la Villette,51,365000
hektor-411_iparticuliersadmin-19019,Appartement,1,Buttes Chaumont,19,199000
century-21-202_2434_11813,Appartement,1,Buttes Chaumont,20,199000
century-21-202_2571_11171,Appartement,5,Bassin de la Villette,153,1150000
immo-facile-51234759,Appartement,2,Danube,31,318000
immo-facile-51334727,Appartement,3,Porte de la Villette,107,770000
ag754691-365089063,Appartement,3,Jourdain,66,540000
hektor-transopera-2076,Appartement,2,Porte de la Villette,42,275000
hektor-transopera-3330,Appartement,3,Buttes Chaumont,68,695000
century-21-202_2571_10361,Appartement,4,Flandre,85,499000
hektor-sansvisavis-1869,Appartement,1,Télégraphe,30,265000
ag751948-445183097,Appartement,2,Gambetta,44,370000
netty-thiponeimmo-appt-2153,Appartement,4,75020 Paris 20e,71,587000
apimo-85492724,Appartement,1,Gambetta,33,435000
apimo-85492701,Appartement,3,Gambetta,71,850000
ag942352-449285624,Appartement,8,Télégraphe,234,1499000
immo-facile-57523416,Appartement,2,Belleville,39,440000
immo-facile-57536361,Appartement,2,Gambetta,52,462000
immo-facile-57523375,Appartement,3,Belleville,62,670000
